Date,jp_w_i_delta,uk_w_i_delta,au_w_i_delta,de_w_i_delta,ca_w_i_delta,nz_w_i_delta,usdjpy_w_delta,usdcad_w_delta,nzdusd_w_delta,gbpusd_w_delta,eurusd_w_delta,audusd_w_delta
21-Jan-01,0.055,0.035,-0.02,0.01,-0.03,-0.03,1.67,0.009,-0.009,-0.0095,-0.0122,-0.0085
14-Jan-01,0.045,-0.006,0.01,-0.022,0.024,-0.03,-0.17,0.008,0.01,0.0021,0.0098,0.0128
7-Jan-01,0.105,-0.137,0.02,-0.13,-0.134,-0.05,1.32,-0.012,-0.001,0.014,0.018,-0.0002
31-Dec-00,0.024,0.08,0.05,0.17,0.082,0.08,-1.88,-0.001,0.006,0.0258,0.006,0.0155
24-Dec-00,-0.089,0.062,-0.05,0.008,-0.093,-0.03,-2.27,-0.001,-0.009,-0.007,-0.0156,-0.0136
17-Dec-00,0.09,-0.037,0.05,0.003,0.105,0.1,-1.41,0.019,-0.002,-0.0176,-0.018,-0.0018
10-Dec-00,-0.06,0.018,0.1,0.074,-0.014,0.09,-0.32,0.003,-0.017,-0.0036,-0.0288,-0.0126
3-Dec-00,0.05,-0.043,0.19,0.041,0.137,0.15,-1.58,-0.004,0.004,-0.0278,-0.0093,0.0033
26-Nov-00,0.04,0.065,0.14,0.134,0.108,0.16,0.29,0.03,-0.011,-0.0037,-0.0076,-0.0099
19-Nov-00,0.09,0.153,-0.02,0.055,0.08,0.04,0.04,-0.008,-0.016,-0.0438,-0.0401,-0.0146
12-Nov-00,0.045,0.039,0.21,0.055,0.079,0.1,-2.49,0.019,0,0.0249,0.0103,-0.004
5-Nov-00,0.015,0.013,0.05,-0.02,0.044,0,-0.89,-0.015,-0.006,0.0012,0.0115,0
29-Oct-00,0.03,0.057,-0.01,0.021,-0.059,0,-0.9,-0.01,0.004,0.0232,0.0063,0.007
22-Oct-00,-0.016,-0.078,-0.04,-0.039,-0.129,0.06,1.6,-0.004,0.005,0.0065,-0.0271,-0.0028
15-Oct-00,0.006,-0.023,-0.01,0.016,0.031,-0.01,0.19,-0.018,-0.002,-0.0037,0.0025,0.0058
8-Oct-00,-0.03,0.109,0.1,0.051,0.041,0.08,-1.02,-0.004,-0.003,-0.001,0.0142,-0.0008
1-Oct-00,0.03,-0.009,0.03,-0.028,0.006,-0.02,1.01,-0.003,0.003,-0.0046,0.0122,0.005
24-Sep-00,0.02,0.086,-0.03,0.011,0.03,0.04,-0.74,0,0.006,0.0304,0.0154,0.0094
17-Sep-00,0,0.093,-0.1,0.022,0.004,-0.06,-0.15,-0.015,0.004,-0.0234,-0.0078,0.0015
10-Sep-00,-0.01,-0.051,0.03,-0.01,-0.083,-0.01,-0.83,-0.006,0.005,-0.0562,-0.0225,0.0005
3-Sep-00,0.075,-0.082,0.02,-0.075,-0.044,-0.03,-0.99,-0.006,0.002,0.0173,0.0126,0.0107
27-Aug-00,-0.06,0.025,0.11,0.043,0.117,-0.02,-0.13,-0.004,0.011,0.0501,0.0336,0.021
20-Aug-00,-0.095,0.012,0.06,-0.011,-0.007,-0.01,0.85,0.01,0.006,0.0054,0.0024,-0.0024
13-Aug-00,-0.065,-0.095,-0.12,-0.054,0.033,-0.01,1.56,-0.006,0.014,0.0205,0.0043,0.0166
6-Aug-00,-0.05,0.056,0.02,0.025,-0.065,0.02,0.12,0.008,-0.001,0.0122,-0.004,-0.0124
30-Jul-00,0,-0.016,0.01,0.021,0.165,0.04,0.09,0.005,0.007,0.002,0.0056,0.008
23-Jul-00,0.047,-0.077,-0.08,0.043,-0.036,-0.03,0.9,-0.012,0.001,-0.0012,0.0153,0.0017
16-Jul-00,-0.002,0.087,-0.01,0.068,0.035,0.03,-0.6,-0.007,0.004,0.014,0.0136,-0.0017
9-Jul-00,0.055,-0.117,0.06,-0.027,-0.075,0.05,-1.07,0.013,-0.001,-0.0162,0.0013,-0.0026
2-Jul-00,0,0.041,-0.01,-0.062,0.023,0.01,0.03,-0.004,0.001,0.013,0.0101,0.008
25-Jun-00,-0.07,0.11,0.08,0.01,0.174,0.13,-1.88,0.001,0.008,0.0034,0.0042,0.005
18-Jun-00,-0.065,-0.209,-0.08,-0.146,-0.201,-0.05,-1.22,0.003,0.002,-0.0166,-0.0166,-0.002
11-Jun-00,0.03,0.059,-0.07,0.066,0.136,-0.04,1.63,-0.017,0.007,0.0151,0.0288,0.0115
