Date,uk_b_w_delta,de_b_w_delta,ca_b_w_delta,jpy_b_w_delta,au_b_w_delta,us_b_w_delta,cn_b_w_delta,usdcad_w_delta,gbpusd_w_delta,eurusd_w_delta,usdjpy_w_delta,audusd_w_delta,gbpjpy_w_delta,audnzd_w_delta
8/24/2012,-0.1440,-0.1110,-0.1380,-0.0620,-0.1770,-0.1550,-0.0300,0.0021,-0.0107,-0.0173,0.9330,0.0026,0.1900,0.0093
8/31/2012,0.1950,0.1670,0.1560,0.0220,0.1650,0.1570,-0.0300,-0.0031,-0.0049,-0.0066,0.2700,0.0096,-0.2500,-0.0022
9/7/2012,0.0460,0.0130,0.0540,0.0120,0.1420,0.1160,-0.0400,0.0054,-0.0125,-0.0236,0.0870,-0.0093,0.4700,0.0062
9/14/2012,-0.0760,-0.1900,-0.0650,-0.0300,-0.0610,-0.0960,-0.0600,0.0079,-0.0199,-0.0324,-0.1530,-0.0183,-1.9900,0.0062
9/21/2012,-0.2990,-0.1930,-0.1090,0.0160,-0.1250,-0.1900,-0.1000,0.0053,-0.0001,0.0141,0.2270,0.0103,0.0600,0.0098
9/28/2012,0.1300,0.1200,0.1200,0.0250,0.1230,0.0900,0.0300,-0.0064,0.0094,0.0121,0.2430,0.0073,0.2300,0.0092
10/12/2012,0.0900,0.1200,0.0930,0.0230,0.2160,0.0880,0.0500,-0.0068,0.0069,0.0071,0.2400,-0.0068,-0.2300,-0.0097
10/19/2012,0.0370,0.0380,0.0180,0.0250,0.0450,0.0570,-0.0600,-0.0016,0.0078,-0.0065,-0.9030,-0.0081,0.2800,-0.0113
10/26/2012,-0.1430,-0.1410,-0.0500,-0.0110,-0.1630,-0.0910,-0.0100,-0.0150,-0.0090,0.0082,-0.3560,-0.0053,1.3000,0.0037
11/2/2012,0.0270,0.0590,0.0340,-0.0030,-0.1170,0.0530,-0.0300,-0.0025,0.0064,0.0088,-0.7660,0.0012,0.3800,0.0076
11/9/2012,-0.0030,0.0590,0.0290,-0.0110,0.0250,0.0040,-0.0300,0.0036,0.0126,0.0111,1.0350,-0.0042,0.6700,-0.0214
11/16/2012,0.1230,0.0860,0.0370,0.0430,0.0540,0.0780,-0.0100,-0.0060,0.0023,-0.0026,-1.8480,0.0051,-0.5000,0.0030
11/23/2012,-0.0050,0.0110,0.0120,-0.0060,0.0350,0.0270,-0.0400,-0.0009,-0.0137,-0.0233,-1.0030,-0.0106,-0.6600,0.0038
11/30/2012,-0.0900,-0.0970,-0.0690,-0.0110,-0.2190,-0.0810,-0.0200,0.0086,0.0014,-0.0012,-0.0960,0.0031,-0.2600,-0.0025
12/7/2012,0.0690,0.0470,0.0750,0.0170,0.1250,0.0570,0.0400,-0.0019,-0.0015,0.0068,-0.1070,-0.0058,-0.0500,0.0125
12/14/2012,0.0260,0.0780,0.0040,0.0100,0.0330,0.0170,-0.0500,0.0053,-0.0140,-0.0269,-0.9290,-0.0080,-0.3000,0.0101
12/21/2012,-0.1400,-0.0740,-0.1080,-0.0230,-0.2000,-0.0980,0.0190,0.0009,0.0006,-0.0005,-0.1340,0.0162,1.0600,-0.0175
12/28/2012,-0.0090,0.0070,0.0010,-0.0340,0.0730,-0.0480,-0.0250,-0.0079,-0.0011,-0.0039,-1.6290,0.0033,-0.1200,-0.0028
1/4/2013,0.0760,0.0670,0.0350,-0.0390,0.0000,0.0560,0.0200,-0.0038,0.0091,0.0147,-2.3270,-0.0103,-1.0500,0.0040
1/11/2013,-0.2320,-0.1590,-0.1780,-0.0330,-0.1250,-0.2190,-0.0300,0.0078,-0.0058,-0.0266,-0.8620,-0.0025,-0.0800,0.0032
1/18/2013,0.0140,-0.0550,-0.0180,0.0230,-0.0330,0.0290,0.0300,0.0009,0.0255,0.0048,-0.4880,0.0023,0.9100,0.0019
1/25/2013,0.0510,0.0170,0.0150,0.0640,0.0280,-0.0070,0.0360,-0.0074,0.0055,-0.0149,-0.7140,0.0078,-0.7800,0.0117
2/1/2013,-0.0490,-0.0700,-0.0070,0.0220,0.0500,-0.0820,0.0100,-0.0134,0.0080,-0.0182,-1.7250,0.0009,-0.1300,0.0153
2/8/2013,-0.0360,-0.0040,-0.0920,-0.0210,-0.0920,-0.0520,-0.0200,0.0102,-0.0095,0.0283,0.1220,0.0097,0.8200,-0.0044
2/22/2013,0.0320,0.1050,0.0880,0.0030,0.1050,0.0490,0.0180,-0.0057,0.0326,0.0155,0.4720,-0.0043,0.1700,-0.0130
3/1/2013,0.0620,0.0660,0.0310,0.0260,0.0250,0.0420,0.0130,-0.0133,0.0053,0.0175,0.6180,0.0086,-0.1200,-0.0056
3/8/2013,0.2800,0.1640,0.1510,0.0730,0.1770,0.1260,-0.0800,-0.0037,0.0113,0.0013,-2.4520,-0.0038,-0.7600,-0.0069
3/15/2013,-0.1920,-0.1310,-0.1450,0.0050,-0.2300,-0.2170,-0.0300,-0.0013,-0.0206,-0.0087,0.8900,-0.0202,0.8900,-0.0132
3/22/2013,0.1010,0.0510,0.0190,0.0310,-0.0470,0.0480,-0.0310,0.0094,-0.0120,-0.0084,0.3800,-0.0090,0.3500,0.0076
3/29/2013,0.0340,0.0010,0.0450,0.0460,-0.0590,0.0360,-0.0400,-0.0003,0.0034,0.0155,0.4460,0.0039,0.0800,0.0075
4/5/2013,0.0970,0.1080,-0.0230,0.0250,0.1830,0.1150,-0.0500,0.0057,-0.0138,-0.0185,-3.2770,0.0024,-2.8800,0.0128
4/12/2013,0.1240,0.0610,0.1680,0.0670,0.0880,0.1890,0.1040,-0.0010,-0.0014,-0.0119,-0.1090,-0.0139,2.6200,0.0094
4/19/2013,-0.0840,-0.0390,0.0030,-0.0940,-0.0600,0.0020,0.1500,0.0031,0.0111,0.0052,-1.1180,0.0224,-1.4800,0.0036
4/26/2013,0.0760,0.0120,0.0080,0.0420,0.0480,0.0060,-0.0050,-0.0124,-0.0241,0.0043,1.7300,-0.0007,1.5400,0.0105
5/3/2013,0.0180,0.0530,0.0140,-0.0120,0.0420,0.0520,0.0500,0.0087,-0.0090,-0.0056,-1.0270,-0.0031,-2.1100,0.0033
5/10/2013,-0.0260,-0.0240,-0.0540,0.0350,0.0720,-0.0900,0.1470,0.0089,0.0208,0.0133,-2.4460,0.0294,-0.6100,0.0008
5/17/2013,-0.1640,-0.1380,-0.1310,-0.1310,-0.1130,-0.1530,-0.0820,-0.0037,0.0189,0.0151,-1.5100,0.0283,-0.5000,0.0011
5/24/2013,0.0070,0.0440,-0.0380,-0.0810,0.1350,-0.0340,0.1200,-0.0180,0.0063,-0.0090,1.4900,0.0106,1.1600,0.0111
5/31/2013,0.0200,-0.0750,-0.0080,-0.0270,-0.0830,-0.0760,-0.0300,-0.0046,-0.0064,-0.0060,0.7900,0.0082,0.8400,-0.0137
6/7/2013,-0.0550,-0.0800,-0.1490,-0.0210,-0.0320,-0.1220,-0.0050,-0.0053,-0.0385,-0.0230,3.0400,0.0108,0.2300,0.0030
6/14/2013,-0.0540,-0.0370,-0.0280,0.0060,0.1090,0.0070,-0.0400,0.0171,-0.0173,-0.0147,3.8060,-0.0171,2.5800,0.0132
6/21/2013,-0.0020,0.0310,-0.0430,0.0310,-0.0410,0.0600,-0.0500,0.0049,0.0289,0.0226,-3.5860,0.0335,0.1100,-0.0006
6/28/2013,-0.3140,-0.1920,-0.2930,-0.0600,-0.3550,-0.3970,-0.1200,-0.0283,0.0180,0.0087,-1.2320,0.0088,-0.6800,0.0108
7/5/2013,0.0500,0.0430,0.0410,0.0320,0.1500,0.1750,0.0500,-0.0040,0.0322,0.0183,-2.0100,0.0066,0.2500,0.0044
7/12/2013,-0.0430,0.0180,-0.1450,-0.0020,-0.0440,-0.1940,-0.0700,-0.0055,-0.0227,-0.0254,1.9240,-0.0010,0.2600,0.0107
7/19/2013,0.1460,0.1420,0.1180,0.0430,0.2540,0.1220,-0.0100,0.0186,-0.0166,-0.0078,-1.1060,-0.0111,-0.2100,0.0071
7/26/2013,0.0440,0.0330,0.0820,0.0120,0.0710,0.1440,-0.1200,0.0020,-0.0115,-0.0146,2.0800,-0.0097,1.5900,0.0135
8/2/2013,-0.0630,-0.1500,-0.1120,0.0220,-0.1230,-0.0860,0.0000,0.0091,0.0094,-0.0006,-0.5200,0.0356,-0.6800,0.0103
8/9/2013,-0.0980,0.0000,-0.0440,-0.0160,-0.0220,-0.0390,0.0300,-0.0108,-0.0227,-0.0067,2.7860,-0.0282,0.9000,0.0042
8/16/2013,-0.0590,-0.0390,0.0280,0.0590,-0.0720,0.0370,-0.1300,0.0096,-0.0126,0.0003,-1.2180,-0.0006,-0.2800,0.0101
8/23/2013,-0.2260,-0.1990,-0.2610,0.0020,-0.2950,-0.2380,-0.1000,-0.0045,0.0049,-0.0050,-1.0370,0.0154,0.1900,-0.0228
8/30/2013,0.0210,-0.0280,0.0390,-0.0180,-0.0440,0.0280,-0.1300,-0.0169,0.0079,0.0168,0.4430,0.0128,0.2800,0.0042
9/6/2013,-0.1090,0.0700,0.0750,0.0470,0.0760,0.0750,-0.0200,-0.0019,-0.0107,0.0038,-0.7070,-0.0254,1.3100,0.0022
9/13/2013,-0.1120,-0.0560,-0.0830,-0.0590,-0.2140,-0.1010,-0.0300,0.0119,-0.0246,-0.0130,0.5200,-0.0050,-0.2700,0.0131
9/20/2013,0.0410,-0.0170,-0.0130,0.0640,-0.0020,0.0030,-0.0400,0.0056,-0.0072,-0.0151,-0.5200,-0.0055,0.2300,0.0134
9/27/2013,-0.0450,-0.0110,0.0520,0.0280,0.0290,0.0770,0.1500,0.0009,-0.0147,0.0010,1.0310,0.0059,0.1500,-0.0029
10/4/2013,0.2300,0.1660,0.1640,0.0150,0.0820,0.1200,0.0000,0.0006,0.0124,-0.0072,0.3270,-0.0128,1.0000,-0.0079
10/11/2013,-0.0590,-0.0850,-0.0620,0.0310,-0.1900,-0.0460,0.0000,0.0024,0.0068,0.0011,-1.2690,-0.0037,-0.2900,-0.0041
10/18/2013,-0.0350,-0.0470,-0.0270,-0.0040,-0.0800,-0.0570,0.1500,-0.0057,-0.0199,-0.0124,0.3130,-0.0239,0.0200,-0.0049
10/25/2013,0.0120,0.0160,0.1040,0.0350,-0.0290,0.1250,-0.0200,0.0069,-0.0008,-0.0125,0.5370,0.0078,0.1100,-0.0185
11/1/2013,0.1050,0.0850,0.1200,0.0110,0.1260,0.0890,-0.0100,-0.0162,0.0250,0.0323,-1.1430,0.0152,0.6900,0.0159
11/8/2013,-0.0130,0.0690,-0.0840,0.0130,-0.0700,-0.1020,0.1100,0.0031,-0.0085,0.0131,-0.4660,0.0064,-0.7500,0.0066
11/15/2013,-0.1330,-0.0690,-0.1210,0.0050,0.0020,-0.1320,-0.0800,-0.0057,-0.0111,-0.0134,-1.0550,0.0008,-0.7500,0.0123
11/22/2013,0.0120,0.0420,0.0840,-0.0400,0.0310,0.0540,-0.0500,0.0038,-0.0097,-0.0057,-1.0700,0.0207,-0.4900,0.0036
11/29/2013,-0.0560,-0.0520,-0.0080,0.0210,-0.1090,-0.0490,-0.0300,-0.0086,-0.0133,-0.0031,-1.1400,0.0059,-0.5300,0.0005
12/6/2013,0.0280,0.0540,0.0290,0.0230,0.0610,0.0180,0.2033,-0.0093,0.0030,-0.0114,-0.3800,0.0019,-1.8100,0.0185
12/13/2013,-0.1010,-0.1380,-0.1000,-0.0710,-0.1620,-0.1020,-0.0600,-0.0037,0.0053,-0.0024,-0.0800,0.0158,1.0600,0.0155
12/20/2013,0.0060,0.0180,0.0340,-0.0070,0.1060,-0.0220,-0.0700,0.0048,-0.0043,0.0056,-0.9200,0.0022,0.5200,-0.0055
12/27/2013,-0.0570,-0.0530,-0.0050,0.0060,0.0250,-0.0370,-0.0300,-0.0057,-0.0145,-0.0070,-1.2200,0.0058,-1.2300,0.0006
1/3/2014,-0.1170,-0.0740,-0.0980,-0.0300,-0.0070,-0.0900,0.0100,-0.0065,0.0085,0.0179,0.5400,-0.0090,0.5000,0.0056
1/10/2014,0.0460,0.0150,0.0170,-0.0320,-0.0640,-0.0040,0.0600,0.0067,-0.0073,-0.0065,0.7800,-0.0047,1.1300,-0.0009
1/17/2014,0.1370,0.0810,0.1820,0.0460,0.1260,0.1130,0.0200,-0.0268,0.0077,0.0138,-0.2000,0.0218,-0.5300,0.0222
1/24/2014,0.0350,0.0910,0.0510,-0.0160,0.1100,0.0260,0.0900,-0.0069,-0.0085,-0.0143,2.0400,0.0078,3.2600,0.0087
1/31/2014,0.0620,0.0940,0.0930,0.0430,0.0280,0.1050,0.0700,-0.0107,0.0040,0.0195,-0.1200,-0.0057,1.5900,-0.0268
2/7/2014,0.0790,0.0080,0.0690,0.0110,0.0450,0.0820,-0.0500,-0.0072,0.0012,-0.0151,-0.1200,-0.0197,-1.4800,0.0011
2/14/2014,0.0080,-0.0020,-0.0260,0.0000,-0.1370,-0.0120,-0.0100,0.0080,-0.0336,-0.0077,0.8000,-0.0084,-0.1800,0.0017
2/21/2014,-0.0880,-0.0180,-0.0600,0.0220,0.0490,-0.0700,-0.0100,0.0055,0.0122,-0.0036,-0.8400,0.0084,-0.1900,-0.0015
2/28/2014,0.0280,0.0250,0.0330,-0.0050,-0.0560,-0.0040,-0.0200,-0.0157,-0.0112,-0.0065,0.7800,0.0046,0.1000,0.0194
3/7/2014,0.0570,0.0360,0.1020,0.0130,0.1740,0.0810,0.1200,0.0030,0.0017,-0.0098,-1.8200,-0.0165,-0.2300,-0.0061
3/14/2014,-0.1300,-0.0740,-0.1470,-0.0370,-0.1940,-0.1780,-0.0800,-0.0009,0.0079,-0.0036,1.8400,0.0029,0.6600,0.0117
3/21/2014,0.1040,0.0850,0.1520,0.0040,0.1730,0.1570,0.0400,-0.0014,0.0149,0.0113,-0.8500,-0.0063,0.5100,-0.0065
3/28/2014,-0.0880,-0.0900,-0.0890,0.0210,-0.1340,-0.0780,-0.0100,-0.0122,-0.0151,0.0041,-0.6000,-0.0151,-1.3400,-0.0024
4/4/2014,0.0450,0.0930,0.0630,-0.0280,0.0970,0.0560,0.0000,0.0167,0.0064,0.0051,-0.3600,-0.0035,1.2500,-0.0127
4/11/2014,0.0440,-0.0070,-0.0160,-0.0190,-0.0650,0.0180,-0.0100,0.0076,-0.0164,-0.0183,1.7100,-0.0110,0.1700,0.0002
4/18/2014,0.0690,0.0340,0.0880,0.0380,0.0790,0.1090,0.0000,0.0001,-0.0055,0.0046,-0.8300,0.0065,-0.0500,-0.0069
4/25/2014,-0.0560,-0.0130,-0.0460,-0.0020,0.0280,-0.0840,0.1400,-0.0048,-0.0003,-0.0021,0.2900,0.0062,0.2100,0.0081
5/2/2014,0.0380,0.0450,0.0450,-0.0180,0.0680,0.0560,0.0600,-0.0012,-0.0072,-0.0031,-0.1000,0.0003,0.2800,0.0112
5/9/2014,0.0120,0.0420,0.0710,0.0140,0.0150,0.0890,0.0500,0.0055,0.0025,0.0116,0.4400,-0.0075,0.5500,-0.0148
5/16/2014,-0.0390,-0.0040,-0.0180,0.0020,0.0920,-0.0470,0.2100,0.0081,0.0032,0.0059,0.3200,-0.0006,-0.2400,0.0010
5/23/2014,0.1540,0.1370,0.1070,0.0210,0.1320,0.1270,-0.0600,0.0042,-0.0004,0.0066,-0.4700,0.0136,0.0500,0.0044
5/30/2014,-0.0760,-0.0910,-0.0260,-0.0070,-0.0600,-0.0120,0.0600,-0.0008,0.0071,-0.0007,0.1800,-0.0074,-0.5700,-0.0152
6/6/2014,0.0770,0.0590,0.0630,0.0110,0.0970,0.0820,0.0400,0.0028,-0.0047,-0.0013,-0.7200,-0.0023,-0.1000,-0.0024
6/13/2014,-0.0740,0.0130,-0.0640,-0.0180,-0.1000,-0.1010,-0.0500,-0.0087,-0.0164,0.0106,0.5600,-0.0065,-0.9000,0.0138
6/20/2014,-0.0650,-0.0040,0.0260,-0.0090,0.0180,0.0130,-0.0200,0.0072,-0.0040,-0.0060,-0.0600,0.0016,-0.0200,0.0052
6/27/2014,-0.0210,0.0130,-0.0120,0.0190,0.0970,-0.0430,0.0400,0.0103,-0.0022,-0.0054,0.6600,-0.0045,0.3000,0.0042
7/4/2014,0.1240,0.0880,0.0480,0.0200,0.1460,0.0670,-0.0100,0.0095,-0.0123,0.0051,-0.6300,0.0058,0.1900,0.0028
7/11/2014,-0.1110,-0.0030,-0.0900,-0.0050,-0.0350,-0.1210,-0.0400,0.0007,0.0043,-0.0015,0.7400,-0.0030,0.1200,0.0048
7/18/2014,0.1670,0.0560,0.1220,0.0280,0.1650,0.1130,0.0800,-0.0079,0.0034,0.0080,-0.0200,-0.0010,-0.1800,-0.0163
7/25/2014,0.0290,0.0570,0.0510,-0.0150,0.0730,0.0460,-0.1100,-0.0004,0.0105,0.0098,-0.4800,0.0001,0.0500,-0.0180
8/1/2014,0.0120,0.0100,0.0490,0.0060,-0.0390,0.0170,0.0040,-0.0078,0.0160,0.0008,-0.8000,0.0086,1.0600,0.0037
8/8/2014,0.0300,0.0230,0.0090,-0.0090,-0.1140,-0.0210,0.0160,-0.0113,0.0047,0.0015,0.4900,0.0032,0.6000,-0.0022
8/15/2014,0.0930,0.0910,0.0900,0.0210,0.1380,0.0810,0.0210,-0.0052,0.0077,0.0009,-0.2200,-0.0047,0.1500,-0.0022
8/22/2014,0.1510,0.1150,0.0480,0.0090,-0.0040,0.0910,0.0930,0.0082,0.0143,0.0149,-1.5800,0.0007,-0.1500,-0.0111
8/29/2014,-0.0140,0.0030,-0.0280,-0.0120,-0.1150,-0.0370,-0.0280,-0.0057,-0.0061,0.0052,0.1700,-0.0048,-0.6900,-0.0039
9/5/2014,0.1110,0.0700,0.0540,0.0130,0.1880,0.0480,0.0320,0.0094,0.0262,0.0178,-0.9100,-0.0049,0.2400,-0.0096
9/12/2014,-0.0900,-0.0380,-0.0410,-0.0450,-0.1730,-0.0680,-0.0250,-0.0008,-0.0069,0.0006,-2.1900,0.0323,-0.3600,0.0176
9/19/2014,-0.0470,-0.1500,-0.1340,-0.0420,-0.1860,-0.1770,-0.0080,-0.0211,-0.0030,0.0131,-1.6600,0.0087,1.1900,0.0075
9/26/2014,-0.0070,0.0430,-0.0310,0.0170,-0.0790,0.0180,0.1480,0.0140,0.0046,0.0145,-0.2700,0.0167,-0.0900,-0.0182
10/3/2014,0.0440,0.0490,0.0640,0.0340,0.1720,0.0310,0.1020,-0.0195,0.0262,0.0171,-0.4600,0.0082,-0.3500,-0.0030
10/10/2014,0.0820,0.0670,0.0580,0.0000,0.0690,0.0520,0.0000,-0.0103,-0.0092,-0.0101,1.9900,-0.0010,0.7400,0.0048
10/17/2014,0.1480,0.0250,0.0810,0.0230,0.1110,0.1250,-0.0170,0.0036,-0.0022,-0.0132,0.5700,-0.0083,-1.1900,0.0059
10/24/2014,0.0050,0.0160,-0.0010,0.0190,0.0350,-0.0030,0.2180,-0.0077,0.0007,0.0089,-1.0500,-0.0033,-0.3400,-0.0155
10/31/2014,-0.0490,-0.0350,-0.0510,0.0170,0.0530,-0.0910,-0.0180,0.0049,0.0099,0.0153,-4.1100,0.0006,-4.7200,-0.0091
11/7/2014,0.0070,0.0580,-0.0240,0.0130,0.0250,-0.0660,0.0640,-0.0026,0.0100,0.0057,-1.6600,0.0125,0.5100,0.0118
11/14/2014,0.0160,-0.0020,0.0160,-0.0350,-0.0270,0.0130,0.1650,-0.0054,0.0211,-0.0063,-1.7900,-0.0117,-0.4400,0.0060
11/21/2014,0.0690,0.0320,-0.0420,-0.0170,-0.0390,-0.0250,-0.0190,0.0049,0.0009,0.0130,-1.1200,0.0089,1.2700,0.0033
11/28/2014,0.0390,0.0000,0.0180,0.0090,0.0200,-0.0050,0.0490,0.0054,0.0010,-0.0073,-0.8100,0.0156,-0.2700,0.0140
12/5/2014,0.1150,0.0700,0.1660,0.0400,0.2180,0.1370,0.0870,-0.0196,0.0061,0.0158,-2.5800,0.0151,-1.3000,0.0049
12/12/2014,-0.1130,-0.0850,-0.1020,-0.0150,-0.0400,-0.1530,-0.1340,-0.0003,-0.0153,-0.0168,3.1500,0.0046,0.4200,0.0189
12/19/2014,0.2290,0.1570,0.1850,0.0350,0.1620,0.2070,0.0630,-0.0134,0.0102,0.0249,-1.3000,0.0110,-0.3800,0.0097
12/26/2014,-0.0330,0.0350,-0.0450,0.0280,-0.1050,-0.0440,0.0210,-0.0034,0.0072,0.0044,-0.8500,0.0019,0.0200,0.0050
1/2/2015,-0.0380,0.0000,-0.0970,0.0190,-0.0090,-0.0630,0.0510,-0.0014,0.0223,0.0174,-0.0900,0.0018,1.9900,-0.0049
1/9/2015,0.1390,0.0870,0.1260,-0.0050,0.0730,0.1020,0.0520,-0.0137,0.0118,0.0105,1.9700,-0.0131,0.8200,0.0062
1/16/2015,0.1260,0.0110,0.0790,0.0450,0.0420,0.1330,-0.0040,-0.0070,0.0033,0.0298,0.6200,-0.0015,-1.9100,-0.0118
1/23/2015,0.0670,0.0390,0.1430,0.0110,0.1180,0.1500,0.1050,-0.0113,0.0143,0.0352,-0.3900,0.0304,1.4300,-0.0056
1/30/2015,0.0590,0.0970,0.0280,0.0000,-0.0230,0.0100,0.0780,-0.0447,-0.0056,-0.0152,0.2200,0.0104,1.4500,-0.0069
2/6/2015,0.1540,0.0400,0.1550,-0.0540,0.1450,0.1420,-0.0440,-0.0261,-0.0144,-0.0007,-1.7300,-0.0033,-0.9100,0.0107
2/13/2015,-0.3050,-0.0570,-0.1530,-0.0630,-0.0520,-0.2650,0.0890,0.0164,-0.0168,-0.0088,0.2900,0.0000,0.3300,0.0157
2/20/2015,-0.0500,0.0200,-0.0330,-0.0720,0.0550,-0.1260,0.0670,0.0064,0.0023,0.0016,-0.4500,-0.0076,0.2600,-0.0034
2/27/2015,-0.0730,-0.0170,0.0270,0.0320,-0.0020,-0.1060,0.0320,-0.0087,-0.0048,0.0191,-0.5400,0.0027,-0.7300,0.0088
3/6/2015,0.0130,0.0560,0.1210,0.0470,0.1270,0.1080,-0.0050,0.0029,0.0377,0.0331,-1.0200,0.0085,1.5000,-0.0143
3/13/2015,-0.1680,-0.0570,-0.3160,-0.0570,-0.1580,-0.2250,-0.0840,-0.0104,0.0319,0.0345,-0.7400,0.0082,1.6400,0.0070
3/20/2015,0.2320,0.1230,0.1090,-0.0080,0.2170,0.1110,0.0590,-0.0177,-0.0212,-0.0324,1.2700,-0.0150,-1.3700,0.0122
3/27/2015,0.1700,0.0780,0.1520,0.0870,0.1460,0.1590,0.0040,0.0230,0.0082,-0.0049,0.8900,0.0031,-0.2300,0.0038
4/3/2015,-0.0340,-0.0350,-0.0820,-0.0570,-0.0190,-0.0364,-0.0120,-0.0040,-0.0023,-0.0081,0.2200,0.0103,0.2000,0.0184
4/10/2015,-0.0410,0.0030,0.0510,0.0180,0.0800,0.0384,0.0730,0.0124,0.0273,0.0388,-1.3300,-0.0048,1.2900,-0.0130
4/17/2015,0.0050,0.0290,-0.0980,0.0130,-0.0550,-0.1213,-0.1310,-0.0116,-0.0335,-0.0222,1.4400,-0.0112,-0.1000,0.0068
4/24/2015,0.0000,0.0730,-0.0180,0.0310,0.0050,0.0733,0.1480,0.0353,-0.0210,-0.0054,0.0600,-0.0021,-0.3500,-0.0156
5/1/2015,-0.0720,-0.0890,-0.0300,0.0110,-0.1570,-0.0468,0.0940,0.0056,0.0031,-0.0345,-1.2900,-0.0011,1.2200,-0.0110
5/8/2015,-0.2020,-0.2280,-0.2200,-0.0900,-0.1800,-0.2101,0.1280,0.0025,-0.0316,-0.0013,0.5100,-0.0095,-0.5000,-0.0195
5/15/2015,0.0240,-0.1720,-0.0040,-0.0530,-0.1570,-0.0307,-0.0210,0.0075,-0.0281,-0.0247,0.4300,-0.0111,0.2800,-0.0092
5/22/2015,0.0350,-0.0870,-0.0040,0.0160,-0.1070,0.0054,0.0360,0.0065,0.0254,0.0434,-2.1700,0.0222,1.5000,0.0097
5/29/2015,-0.0560,0.0340,0.0030,-0.0280,-0.0730,-0.0668,-0.0120,-0.0283,0.0176,-0.0002,-2.5400,0.0165,0.1200,-0.0092
6/5/2015,0.0970,0.1070,0.1630,0.0150,0.1800,0.0790,-0.1310,-0.0135,0.0012,-0.0132,-1.4800,0.0022,-0.7800,-0.0048
6/12/2015,-0.2450,-0.3550,-0.2000,-0.1180,-0.3070,-0.2845,0.0400,0.0007,-0.0296,-0.0155,2.1800,-0.0111,-0.4600,-0.0261
6/19/2015,0.0880,0.0260,0.0260,-0.0180,0.0160,0.0014,0.0170,0.0131,-0.0315,-0.0129,0.5200,-0.0026,0.4500,-0.0181
6/26/2015,-0.0390,0.0320,0.0560,0.0800,0.0960,0.0712,0.0330,0.0050,0.0130,0.0197,-0.8700,0.0110,-0.2300,0.0056
7/3/2015,-0.1160,-0.1100,-0.1150,-0.0610,-0.1510,-0.1650,-0.0100,-0.0050,0.0108,-0.0118,-0.0500,0.0092,0.7100,-0.0066
7/10/2015,0.0490,-0.0420,0.0610,-0.0510,-0.1980,-0.0545,-0.0440,-0.0215,0.0035,-0.0147,-0.8000,0.0024,-3.6700,0.0135
7/17/2015,-0.1160,-0.1680,-0.0010,0.0280,-0.0590,-0.1015,0.1570,-0.0073,-0.0081,0.0295,-1.5100,0.0046,0.0900,-0.0234
7/24/2015,0.0580,0.0980,0.1540,0.0050,0.0150,0.0376,-0.0160,-0.0291,0.0094,-0.0146,0.3300,0.0087,0.2500,0.0224
7/31/2015,0.1550,0.1030,0.0740,0.0120,0.1450,0.0990,0.0490,-0.0051,-0.0106,-0.0003,-0.2100,-0.0035,0.2000,-0.0008
8/7/2015,0.0430,0.0500,0.0310,0.0100,0.0150,0.0787,0.0260,-0.0035,0.0136,0.0021,-0.2900,-0.0098,1.0700,-0.0133
8/14/2015,0.0500,-0.0060,-0.0370,-0.0170,-0.0930,0.0321,0.0400,-0.0044,-0.0160,-0.0148,-0.0700,0.0033,-0.2600,-0.0059
8/21/2015,-0.0170,0.0130,0.0550,0.0260,-0.0060,-0.0122,-0.0510,0.0038,-0.0043,-0.0252,2.1300,0.0047,1.9500,0.0322
8/28/2015,0.1850,0.0890,0.0900,0.0300,0.2110,0.1524,0.0030,-0.0075,0.0287,0.0188,0.5400,0.0135,-0.3900,-0.0140
9/4/2015,-0.1920,-0.2040,-0.2070,-0.0320,-0.1950,-0.1825,0.1240,-0.0034,0.0229,0.0035,2.5200,0.0245,2.4200,0.0080
9/11/2015,0.1360,0.0660,-0.0160,0.0140,0.0930,0.0404,0.0970,-0.0053,-0.0247,-0.0183,-1.5800,-0.0170,0.3800,-0.0224
9/18/2015,0.0000,0.0070,0.0110,0.0130,-0.0950,-0.0393,-0.0330,0.0004,-0.0094,0.0054,0.5700,-0.0108,1.0400,-0.0027
9/25/2015,0.0030,-0.0040,-0.0050,0.0060,-0.0520,0.0494,0.0490,0.0043,0.0330,0.0082,-0.4500,0.0156,-0.1900,0.0235
10/2/2015,0.0030,0.0140,-0.0450,-0.0030,0.0340,-0.0180,0.0030,-0.0093,0.0025,-0.0014,0.4600,-0.0019,-0.8500,0.0089
10/9/2015,0.1280,0.1210,0.1230,0.0020,0.0940,0.1587,0.0740,0.0164,-0.0145,-0.0141,-0.2200,-0.0272,-0.1400,-0.0019
10/16/2015,-0.1340,-0.1000,-0.1140,-0.0200,-0.1320,-0.1041,0.0150,0.0220,-0.0119,0.0007,0.7100,0.0053,-0.5500,0.0283
10/23/2015,0.0610,0.0650,0.0130,0.0040,0.1360,0.0194,0.0850,0.0040,0.0128,0.0347,-2.0900,0.0045,-0.1700,-0.0022
10/30/2015,-0.0420,0.0380,-0.0370,0.0200,-0.0170,-0.0603,0.1200,-0.0262,-0.0112,0.0017,0.7300,0.0083,-0.8460,0.0163
