Date,Open,High,Low,Close,,
12/26/2014,3.7,3.768,3.629,3.649,0.051,0.051
1/2/2015,3.7,3.7,3.635,3.648,0.052,0.052
1/9/2015,3.657,3.676,3.647,3.661,-0.004,-0.004
1/16/2015,3.668,3.668,3.557,3.563,0.105,0.105
1/23/2015,3.55,3.55,3.46,3.472,0.078,0.078
1/30/2015,3.47,3.525,3.448,3.514,-0.044,-0.044
2/6/2015,3.53,3.54,3.439,3.441,0.089,0.089
2/13/2015,3.47,3.47,3.401,3.403,0.067,0.067
2/20/2015,3.39,3.39,3.358,3.358,0.032,0.032
2/27/2015,3.37,3.391,3.335,3.375,-0.005,-0.005
3/6/2015,3.4,3.51,3.34,3.484,-0.084,-0.084
3/13/2015,3.53,3.535,3.46,3.471,0.059,0.059
3/20/2015,3.55,3.573,3.49,3.546,0.004,0.004
3/27/2015,3.55,3.583,3.498,3.562,-0.012,-0.012
4/3/2015,3.65,3.673,3.571,3.577,0.073,0.073
4/10/2015,3.59,3.738,3.57,3.721,-0.131,-0.131
4/17/2015,3.73,3.75,3.581,3.582,0.148,0.148
4/24/2015,3.55,3.579,3.435,3.456,0.094,0.094
5/1/2015,3.55,3.55,3.413,3.422,0.128,0.128
5/8/2015,3.43,3.493,3.385,3.451,-0.021,-0.021
5/15/2015,3.45,3.454,3.414,3.414,0.036,0.036
5/22/2015,3.44,3.475,3.413,3.452,-0.012,-0.012
5/29/2015,3.46,3.608,3.445,3.591,-0.131,-0.131
6/5/2015,3.65,3.668,3.607,3.61,0.04,0.04
6/12/2015,3.66,3.66,3.58,3.643,0.017,0.017
6/19/2015,3.63,3.676,3.59,3.597,0.033,0.033
6/26/2015,3.62,3.645,3.61,3.63,-0.01,-0.01
7/3/2015,3.6,3.653,3.58,3.644,-0.044,-0.044
7/10/2015,3.63,3.63,3.443,3.473,0.157,0.157
7/17/2015,3.53,3.583,3.485,3.546,-0.016,-0.016
7/24/2015,3.55,3.557,3.5,3.501,0.049,0.049
7/31/2015,3.5,3.505,3.453,3.474,0.026,0.026
8/7/2015,3.53,3.53,3.479,3.49,0.04,0.04
8/14/2015,3.49,3.573,3.478,3.541,-0.051,-0.051
8/21/2015,3.541,3.568,3.533,3.538,0.003,0.003
8/28/2015,3.54,3.54,3.406,3.416,0.124,0.124
9/4/2015,3.43,3.43,3.33,3.333,0.097,0.097
9/11/2015,3.34,3.393,3.339,3.373,-0.033,-0.033
9/18/2015,3.4,3.4,3.333,3.351,0.049,0.049
9/25/2015,3.35,3.368,3.34,3.347,0.003,0.003
10/2/2015,3.35,3.35,3.272,3.276,0.074,0.074
10/9/2015,3.278,3.28,3.234,3.263,0.015,0.015
10/16/2015,3.2,3.2,3.074,3.115,0.085,0.085
10/23/2015,3.2,3.2,3.07,3.08,0.12,0.12
10/30/2015,3.05,3.09,3,3.087,-0.037,-0.037
11/6/2015,3.1,3.173,3.084,3.152,-0.052,-0.052
11/13/2015,3.18,3.257,3.157,3.195,-0.015,-0.015
11/20/2015,3.16,3.183,3.155,3.168,-0.008,-0.008
11/27/2015,3.2,3.2,3.084,3.088,0.112,0.112
12/4/2015,3.09,3.12,3.064,3.067,0.023,0.023
12/11/2015,3.06,3.09,3.023,3.029,0.031,0.031
12/18/2015,3.1,3.1,2.997,3.01,0.09,0.09
12/25/2015,2.98,2.99,2.831,2.832,0.148,0.148
1/1/2016,2.85,2.875,2.828,2.862,-0.012,-0.012
1/8/2016,2.85,2.927,2.85,2.883,-0.033,-0.033
1/15/2016,2.88,2.88,2.754,2.788,0.092,0.092
1/22/2016,2.788,2.827,2.765,2.817,-0.029,-0.029
1/29/2016,2.9,2.94,2.812,2.911,-0.011,-0.011
2/5/2016,2.92,2.933,2.83,2.893,0.027,0.027
2/19/2016,2.89,2.897,2.847,2.871,0.019,0.019
2/26/2016,2.91,2.922,2.863,2.919,-0.009,-0.009
3/4/2016,2.91,2.938,2.888,2.933,-0.023,-0.023
3/11/2016,2.95,2.963,2.909,2.909,0.041,0.041
3/18/2016,2.9,2.93,2.872,2.886,0.014,0.014
3/25/2016,2.9,2.92,2.88,2.897,0.003,0.003
4/1/2016,2.93,2.943,2.882,2.889,0.041,0.041
4/8/2016,2.91,2.94,2.873,2.935,-0.025,-0.025
4/15/2016,2.95,2.973,2.905,2.947,0.003,0.003
4/22/2016,2.97,2.98,2.94,2.962,0.008,0.008
4/29/2016,3.02,3.03,2.946,2.946,0.074,0.074
5/6/2016,2.96,2.96,2.926,2.93,0.03,0.03
5/13/2016,3,3,2.909,2.928,0.072,0.072
5/20/2016,3,3.017,2.936,2.991,0.009,0.009
5/27/2016,2.991,3,2.95,2.972,0.019,0.019
6/3/2016,3,3.036,2.955,3.035,-0.035,-0.035
6/10/2016,3.02,3.04,3.002,3.02,0,0
6/17/2016,3.037,3.037,2.966,2.966,0.071,0.071
6/24/2016,2.96,2.985,2.942,2.95,0.01,0.01
7/1/2016,2.9,2.915,2.825,2.851,0.049,0.049
7/8/2016,2.82,2.875,2.807,2.825,-0.005,-0.005
7/15/2016,2.82,2.888,2.817,2.857,-0.037,-0.037
7/22/2016,2.86,2.883,2.8,2.803,0.057,0.057
7/29/2016,2.81,2.853,2.798,2.805,0.005,0.005
8/5/2016,2.85,2.85,2.782,2.782,0.068,0.068
8/12/2016,2.77,2.808,2.705,2.705,0.065,0.065
8/19/2016,2.72,2.732,2.62,2.72,0,0
8/26/2016,2.77,2.804,2.726,2.764,0.006,0.006
9/2/2016,2.8,2.825,2.747,2.799,0.001,0.001
9/9/2016,2.82,2.834,2.795,2.809,0.011,0.011
9/16/2016,2.778,2.826,2.755,2.797,-0.019,-0.019
9/23/2016,2.808,2.82,2.767,2.781,0.027,0.027
9/30/2016,2.79,2.79,2.753,2.769,0.021,0.021
10/14/2016,2.765,2.765,2.726,2.735,0.03,0.03
10/21/2016,2.78,2.78,2.655,2.66,0.12,0.12
10/28/2016,2.72,2.768,2.67,2.725,-0.005,-0.005
11/4/2016,2.691,2.777,2.601,2.744,-0.053,-0.053
11/11/2016,2.726,2.829,2.688,2.829,-0.103,-0.103
11/18/2016,2.826,2.932,2.814,2.921,-0.095,-0.095
11/25/2016,2.925,2.947,2.855,2.876,0.049,0.049
12/2/2016,2.855,3.033,2.815,3.026,-0.171,-0.171
12/9/2016,3.032,3.125,3.003,3.097,-0.065,-0.065
12/16/2016,3.075,3.346,3.056,3.33,-0.255,-0.255
12/23/2016,3.3,3.401,3.215,3.215,0.085,0.085
12/30/2016,3.3,3.3,3.066,3.066,0.234,0.234
1/6/2017,3.03,3.233,3.03,3.228,-0.198,-0.198
1/13/2017,3.25,3.25,3.183,3.218,0.032,0.032
1/20/2017,3.25,3.308,3.221,3.281,-0.031,-0.031
1/27/2017,3.289,3.363,3.277,3.363,-0.074,-0.074
2/3/2017,3.4,3.45,3.39,3.398,0.002,0.002
2/10/2017,3.5,3.5,3.417,3.429,0.071,0.071
2/17/2017,3.5,3.5,3.413,3.413,0.087,0.087
2/24/2017,3.4,3.408,3.357,3.365,0.035,0.035
3/3/2017,3.4,3.423,3.342,3.36,0.04,0.04
3/10/2017,3.38,3.451,3.363,3.436,-0.056,-0.056
3/17/2017,3.45,3.45,3.327,3.331,0.119,0.119
3/24/2017,3.35,3.363,3.305,3.306,0.044,0.044
3/31/2017,3.28,3.332,3.257,3.31,-0.03,-0.03
4/7/2017,3.37,3.37,3.28,3.303,0.067,0.067
4/14/2017,3.33,3.359,3.295,3.359,-0.029,-0.029
4/21/2017,3.415,3.458,3.37,3.454,-0.039,-0.039
4/28/2017,3.49,3.519,3.46,3.477,0.013,0.013
5/5/2017,3.5,3.575,3.455,3.574,-0.074,-0.074
5/12/2017,3.58,3.717,3.575,3.669,-0.089,-0.089
5/19/2017,3.71,3.71,3.626,3.637,0.073,0.073
5/26/2017,3.7,3.705,3.648,3.684,0.016,0.016
6/2/2017,3.7,3.7,3.632,3.65,0.05,0.05
6/9/2017,3.7,3.725,3.633,3.668,0.032,0.032
