Date,Close,Open,High,Low,delta
30-Nov-08,3.413,3.413,3.413,3.413,0.36
23-Nov-08,3.773,3.773,3.773,3.773,0.086
16-Nov-08,3.859,3.859,3.859,3.859,0.204
9-Nov-08,4.063,4.063,4.063,4.063,0.128
2-Nov-08,4.191,4.191,4.191,4.191,0.319
26-Oct-08,4.51,4.51,4.51,4.51,-0.136
19-Oct-08,4.374,4.374,4.374,4.374,0.287
12-Oct-08,4.661,4.661,4.661,4.661,-0.184
5-Oct-08,4.477,4.477,4.477,4.477,-0.08
28-Sep-08,4.397,4.397,4.397,4.397,0.159
21-Sep-08,4.556,4.556,4.556,4.556,0.04
14-Sep-08,4.596,4.596,4.596,4.596,0.007
7-Sep-08,4.603,4.603,4.603,4.603,-0.221
31-Aug-08,4.382,4.382,4.382,4.382,0.097
24-Aug-08,4.479,4.479,4.479,4.479,0.135
17-Aug-08,4.614,4.614,4.614,4.614,-0.034
10-Aug-08,4.58,4.58,4.58,4.58,0.102
3-Aug-08,4.682,4.682,4.682,4.682,0.165
27-Jul-08,4.847,4.847,4.847,4.847,0.144
20-Jul-08,4.991,4.991,4.991,4.991,0.05
13-Jul-08,5.041,5.041,5.041,5.041,-0.143
6-Jul-08,4.898,4.898,4.898,4.898,0.07
29-Jun-08,4.968,4.968,4.968,4.968,0.067
22-Jun-08,5.035,5.035,5.035,5.035,0.117
15-Jun-08,5.152,5.152,5.152,5.152,0.112
8-Jun-08,5.264,5.264,5.264,5.264,-0.266
1-Jun-08,4.998,4.998,4.998,4.998,-0.023
25-May-08,4.975,4.975,4.975,4.975,-0.048
18-May-08,4.927,4.927,4.927,4.927,-0.15
11-May-08,4.777,4.777,4.777,4.777,-0.192
4-May-08,4.585,4.585,4.585,4.585,0.163
27-Apr-08,4.748,4.748,4.748,4.748,0.03
20-Apr-08,4.778,4.778,4.778,4.778,-0.038
13-Apr-08,4.74,4.74,4.74,4.74,-0.244
6-Apr-08,4.496,4.496,4.496,4.496,-0.039
30-Mar-08,4.457,4.457,4.457,4.457,0.039
23-Mar-08,4.496,4.496,4.496,4.496,-0.19
16-Mar-08,4.306,4.306,4.306,4.306,0.055
9-Mar-08,4.361,4.361,4.361,4.361,0.034
2-Mar-08,4.395,4.395,4.395,4.395,0.208
24-Feb-08,4.603,4.603,4.603,4.603,0.145
17-Feb-08,4.748,4.748,4.748,4.748,-0.051
10-Feb-08,4.697,4.697,4.697,4.697,-0.221
3-Feb-08,4.476,4.476,4.476,4.476,0.056
27-Jan-08,4.532,4.532,4.532,4.532,0.05
20-Jan-08,4.582,4.582,4.582,4.582,-0.132
13-Jan-08,4.45,4.45,4.45,4.45,0
