Date,Close,Open,High,Low,delta
4-Sep-11,2.119,2.249,2.3,2.209,0.1840
28-Aug-11,2.303,2.424,2.51,2.293,0.0940
21-Aug-11,2.397,2.303,2.472,2.285,-0.0960
14-Aug-11,2.301,2.475,2.508,2.277,0.1690
7-Aug-11,2.47,2.551,2.599,2.315,0.1680
31-Jul-11,2.638,2.684,2.69,2.478,0.1490
24-Jul-11,2.787,2.946,2.946,2.81,0.1430
17-Jul-11,2.93,2.875,3.013,2.858,-0.0440
10-Jul-11,2.886,2.958,2.973,2.869,0.0790
3-Jul-11,2.965,3.117,3.143,2.95,0.1610
26-Jun-11,3.126,2.856,3.143,2.843,-0.2600
19-Jun-11,2.866,2.94,3.015,2.866,0.0800
12-Jun-11,2.946,3.015,3.083,2.946,0.0640
5-Jun-11,3.01,2.993,3.081,2.993,-0.0140
29-May-11,2.996,3.069,3.127,2.982,0.0670
22-May-11,3.063,3.122,3.151,3.028,0.0840
15-May-11,3.147,3.186,3.26,3.131,0.0480
8-May-11,3.195,3.214,3.286,3.163,0.0000
1-May-11,3.195,3.187,3.262,3.112,0.0180
24-Apr-11,3.213,3.284,3.284,3.183,0.0780
17-Apr-11,3.291,3.299,3.34,3.212,0.0150
10-Apr-11,3.306,3.451,3.519,3.294,0.1380
3-Apr-11,3.444,3.367,3.507,3.343,-0.0770
27-Mar-11,3.367,3.259,3.372,3.246,-0.1150
20-Mar-11,3.252,3.197,3.265,3.163,-0.0820
13-Mar-11,3.17,3.272,3.28,3.116,0.1060
6-Mar-11,3.276,3.338,3.424,3.234,0.0590
27-Feb-11,3.335,3.283,3.417,3.273,-0.0420
20-Feb-11,3.293,3.45,3.469,3.285,0.1760
13-Feb-11,3.469,3.482,3.532,3.436,0.0090
6-Feb-11,3.478,3.462,3.506,3.426,-0.0200
30-Jan-11,3.458,3.264,3.487,3.243,-0.2120
23-Jan-11,3.246,3.334,3.374,3.233,0.1120
16-Jan-11,3.358,3.26,3.374,3.219,-0.0830
9-Jan-11,3.275,3.18,3.3,3.153,-0.0900
2-Jan-11,3.185,3.129,3.319,3.105,-0.0680
26-Dec-10,3.117,3.172,3.276,3.105,0.0490
19-Dec-10,3.166,3.19,3.227,3.124,0.0240
12-Dec-10,3.19,3.324,3.394,3.161,0.1180
5-Dec-10,3.308,3.168,3.357,3.122,-0.1180
28-Nov-10,3.19,3.114,3.262,3.03,-0.0700
21-Nov-10,3.12,3.088,3.198,3.06,0.0180
14-Nov-10,3.138,3.14,3.158,3.073,-0.1120
7-Nov-10,3.026,2.891,3.026,2.887,-0.1700
31-Oct-10,2.856,2.805,2.926,2.781,-0.0510
24-Oct-10,2.805,2.743,2.943,2.707,-0.0650
17-Oct-10,2.74,2.778,2.794,2.7,0.0530
10-Oct-10,2.793,2.682,2.813,2.67,-0.1000
3-Oct-10,2.693,2.795,2.795,2.682,0.1020
26-Sep-10,2.795,2.862,2.866,2.718,0.0680
19-Sep-10,2.863,2.924,2.997,2.805,0.0750
12-Sep-10,2.938,2.974,2.997,2.923,0.0360
5-Sep-10,2.974,2.948,3.003,2.795,-0.0280
29-Aug-10,2.946,2.872,2.946,2.724,-0.0720
22-Aug-10,2.874,2.925,2.936,2.764,0.0530
15-Aug-10,2.927,2.981,2.989,2.866,0.0570
8-Aug-10,2.984,3.077,3.101,2.955,0.0930
1-Aug-10,3.077,3.128,3.201,3.043,0.0360
25-Jul-10,3.113,3.225,3.284,3.113,0.1180
18-Jul-10,3.231,3.154,3.258,3.154,-0.0740
11-Jul-10,3.157,3.229,3.302,3.138,0.0720
4-Jul-10,3.229,3.104,3.273,3.057,-0.1250
27-Jun-10,3.104,3.191,3.198,3.052,0.0880
20-Jun-10,3.192,3.326,3.392,3.172,0.1340
13-Jun-10,3.326,3.404,3.476,3.28,0.0780
6-Jun-10,3.404,3.289,3.446,3.269,-0.1140
30-May-10,3.29,3.301,3.434,3.27,0.0110
23-May-10,3.301,3.27,3.387,3.22,0.0640
16-May-10,3.365,3.438,3.53,3.265,0.0760
9-May-10,3.441,3.5,3.656,3.406,0.0770
2-May-10,3.518,3.65,3.68,3.435,0.1320
25-Apr-10,3.65,3.694,3.759,3.587,0.0450
18-Apr-10,3.695,3.682,3.757,3.607,-0.0170
11-Apr-10,3.678,3.649,3.75,3.64,-0.0280
4-Apr-10,3.65,3.554,3.75,3.554,-0.0960
28-Mar-10,3.554,3.558,3.621,3.55,0.0070
21-Mar-10,3.561,3.487,3.627,3.429,-0.0700
14-Mar-10,3.491,3.54,3.545,3.429,0.0520
7-Mar-10,3.543,3.473,3.557,3.457,-0.0710
